"FXY","CodeFigure","EntryName_en","EntryName_sub1_en","EntryName_sub2_en","Note_en"
"002193","1","Clockwise rotation",,,
"002193","2","Counterclockwise rotation",,,
"002193","3","Counterclockwise",,,
"002194","1","3:2",,,
"002194","2","4:3",,,
"002194","3","5:4",,,
"002194","4","Reserved",,,
"002194","15","Missing value",,,
