"FXY","CodeFigure","EntryName_en","EntryName_sub1_en","EntryName_sub2_en","Note_en"
"021194","0","SURFACE",,,
"021194","1","CLOUD",,,
"021194","2","UNCLASSIFIED",,,
"021194","15","MISSING VALUE",,,
"025192","0","MEAN SEA LEVEL PRESSURE",,,
"025192","1","STATION PRESSURE",,,
"025192","3","MISSING VALUE",,,
